,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,SALES_PRICE,AGE_OF_HOUSE
2130,0,742,191,1.0,1.0,2,0,1,2,1,1,1,2.9,2.0,2.2,2.37,6037545,23
2131,3,1743,98,2.0,1.0,4,3,1,2,0,2,3,2.7,3.1,3.7,3.22,10882620,8
2132,3,2311,56,4.0,2.0,6,0,0,2,2,0,4,2.9,4.2,4.6,3.97,12784640,11
2133,4,1055,147,1.0,1.0,3,2,0,0,1,0,2,4.3,2.2,3.2,3.23,8060000,48
2134,6,1641,2,2.0,1.0,4,4,1,0,2,0,5,2.4,2.4,3.5,2.73,16137480,9
2135,4,690,48,1.0,1.0,2,2,1,0,1,2,1,3.7,2.0,4.3,3.43,6443000,24
2136,2,756,76,1.0,1.0,2,0,1,2,0,0,5,4.8,4.2,3.8,4.26,9960220,14
2137,6,1704,74,2.0,1.0,4,0,0,2,0,2,5,4.5,2.2,3.2,3.08,10906430,19
2138,4,680,100,1.0,1.0,2,2,0,1,2,1,2,4.0,4.1,2.9,3.59,3404000,44
2139,1,1734,157,1.0,1.0,4,0,0,2,2,1,5,2.4,4.2,2.3,2.81,12683980,33
2140,0,1033,200,1.0,1.0,3,4,1,2,2,1,2,4.5,2.1,4.9,4.22,8057450,30
2141,4,757,123,1.0,1.0,2,4,1,0,0,2,5,3.3,3.4,3.6,3.45,9094750,37
2142,6,1912,169,3.0,2.0,5,1,1,2,1,2,1,4.9,4.8,2.9,4.26,10011470,51
2143,2,845,9,1.0,1.0,3,2,0,2,2,1,3,4.5,4.5,3.5,4.2,6519000,29
2144,2,1275,146,2.0,1.0,4,1,0,0,1,2,4,3.0,4.8,3.9,3.99,14008700,38
2145,2,1173,198,1.0,1.0,3,4,1,1,2,1,5,3.0,3.0,2.8,2.94,9562650,11
2146,3,1502,6,2.0,1.0,4,3,0,1,2,0,4,2.6,4.0,2.1,2.82,9325860,13
2147,2,1187,170,1.0,1.0,3,4,1,0,1,1,4,3.4,4.9,3.8,4.12,13533950,13
2148,1,1889,104,2.0,1.0,5,4,0,0,0,2,4,2.9,3.3,3.5,3.24,20707160,8
2149,5,1853,167,2.0,1.0,5,4,0,1,2,1,4,4.6,2.9,4.5,4.13,11698300,20
2150,0,603,181,1.0,1.0,2,0,0,1,2,2,2,4.0,4.2,3.6,3.84,5342000,40
2151,3,2172,5,3.0,2.0,5,3,1,0,0,2,3,2.9,2.2,2.6,2.57,17193660,23
2152,1,1507,193,1.0,1.0,4,4,0,0,0,2,4,4.5,2.8,3.3,3.595,17294550,15
2153,4,692,133,1.0,1.0,2,3,0,0,1,2,3,3.6,2.5,2.6,2.87,6999250,7
2154,6,1897,90,3.0,2.0,5,4,0,1,1,0,1,4.5,3.2,2.5,3.32,7977570,46
2155,6,1607,119,2.0,1.0,4,3,0,2,1,2,3,3.6,3.9,2.5,3.41,8528780,54
2156,3,1607,186,2.0,1.0,4,1,1,0,0,2,3,2.7,3.3,4.3,3.52,14209800,30
2157,1,1853,51,2.0,1.0,5,2,0,2,2,0,3,4.4,3.1,3.3,3.635,13026640,40
2158,2,1121,32,1.0,1.0,3,1,1,2,2,1,5,3.3,3.5,4.5,3.74,10768720,5
2159,3,2279,147,4.0,2.0,6,0,1,2,0,0,4,3.7,2.4,4.0,3.43,13582900,26
2160,0,729,90,1.0,1.0,2,3,0,2,0,1,3,3.0,4.0,2.4,2.9,6853550,10
2161,0,794,75,1.0,1.0,2,4,0,0,2,0,3,5.0,4.2,4.9,4.79,10214695,33
2162,2,800,46,1.0,1.0,2,3,1,0,1,2,5,2.2,3.4,4.5,3.37,11900750,13
2163,2,1292,193,2.0,1.0,4,0,0,2,1,0,4,2.2,2.4,2.4,2.34,10309290,19
2164,0,831,26,1.0,1.0,3,0,0,2,1,1,4,3.0,4.6,3.0,3.32,7656640,16
2165,6,1850,114,3.0,2.0,5,4,1,0,2,1,5,4.2,3.3,2.0,3.14,15746590,37
2166,4,1454,79,2.0,2.0,4,4,0,1,0,2,1,3.8,2.4,2.9,3.02,5829500,30
2167,2,1053,177,1.0,1.0,3,3,0,0,1,2,4,4.6,3.0,3.1,3.51,12486800,4
2168,0,1115,81,1.0,1.0,3,0,1,1,0,1,5,2.2,4.2,3.0,3.0,9795370,38
2169,3,1498,131,2.0,1.0,4,1,0,2,0,2,3,2.2,4.2,2.3,2.84,9023100,27
2170,2,992,152,1.0,1.0,3,1,1,1,1,0,5,3.9,4.4,4.5,4.28,10442550,21
2171,4,520,189,1.0,1.0,2,4,1,1,1,2,2,2.5,3.5,2.6,2.84,4321000,44
2172,0,833,87,1.0,1.0,3,4,0,0,0,0,4,3.1,4.6,2.2,2.95,11280410,34
2173,2,1114,22,1.0,1.0,3,1,0,0,2,0,4,3.3,3.9,3.5,3.6,13551850,19
2174,4,753,23,1.0,1.0,2,1,1,0,1,2,4,2.8,3.2,4.5,3.6,8798750,33
2175,1,1705,51,1.0,1.0,4,0,1,1,0,1,3,4.6,3.2,4.2,4.09,11813340,22
2176,0,934,147,1.0,1.0,3,3,1,0,0,0,1,4.2,2.1,2.8,3.08,12032720,8
2177,4,1101,78,1.0,1.0,3,3,1,1,2,0,3,4.6,2.6,2.3,3.08,7704750,31
2178,2,1104,32,1.0,1.0,3,2,1,0,2,2,5,4.9,3.1,2.3,3.4,14395000,12
2179,2,1085,136,1.0,1.0,3,2,0,2,2,0,3,3.5,3.8,2.2,3.23,8716800,21
2180,2,1015,85,1.0,1.0,3,1,1,0,0,2,4,3.1,2.6,2.3,2.66,13076450,39
2181,4,1389,182,2.0,2.0,4,2,1,1,2,2,5,3.3,3.9,2.3,3.08,8863750,43
2182,2,1179,122,1.0,1.0,3,4,0,2,0,0,5,4.2,2.4,3.4,3.24,10696480,7
2183,2,855,146,1.0,1.0,3,4,1,2,1,0,4,3.3,2.0,4.3,3.08,9354600,7
2184,0,897,168,1.0,1.0,3,0,0,2,2,0,5,4.7,3.2,3.2,3.65,9850425,15
2185,1,1762,113,1.0,1.0,4,1,0,2,0,0,3,4.8,2.1,3.9,3.765,13407250,32
2186,2,726,114,1.0,1.0,2,4,0,0,2,0,4,4.2,4.5,4.7,4.47,10370100,6
2187,2,1285,98,2.0,1.0,4,0,1,0,2,0,5,3.9,4.5,2.7,3.78,15982000,40
2188,2,940,50,1.0,1.0,3,4,0,0,2,2,4,4.3,3.2,3.3,3.56,11359500,14
2189,1,1914,121,2.0,1.0,5,2,1,1,0,2,5,3.3,2.2,4.2,3.385,14499510,18
2190,0,1285,96,2.0,2.0,4,1,0,0,1,1,0,3.6,3.5,4.3,3.93,11955405,27
2191,2,707,124,1.0,1.0,2,4,0,1,1,2,5,2.8,4.8,4.6,4.14,7133850,23
2192,2,939,191,1.0,1.0,3,3,1,0,0,1,5,3.8,4.9,2.1,3.73,12459650,31
2193,5,1911,194,2.0,1.0,5,0,0,0,2,0,4,3.3,2.9,4.8,3.875,21220250,30
2194,1,1697,126,1.0,1.0,4,2,0,2,2,2,4,2.6,3.3,4.8,3.655,12480160,30
2195,2,740,112,1.0,1.0,2,3,1,1,0,0,4,5.0,4.9,3.6,4.54,9002750,9
2196,5,1639,42,1.0,1.0,4,4,0,1,1,0,5,3.6,3.4,2.8,3.5032537884152344,12041320,31
2197,2,1210,124,2.0,1.0,4,0,0,1,0,0,5,2.7,4.7,4.2,3.95,9967250,39
2198,4,1467,127,2.0,2.0,4,2,1,1,1,1,0,2.6,3.0,2.0,2.48,5729750,15
2199,4,1412,40,2.0,2.0,4,0,0,0,0,1,5,4.8,3.3,4.4,4.19,11673500,14
2200,2,1124,24,1.0,1.0,3,1,0,0,2,1,5,3.8,2.4,4.3,3.39,13030600,24
2201,1,1996,132,2.0,1.0,5,3,0,0,1,1,4,4.0,3.3,3.5,3.625,20618810,33
2202,4,1632,71,2.0,2.0,4,1,0,2,1,1,2,3.1,4.1,3.9,3.72,6827500,50
2203,2,1021,169,1.0,1.0,3,3,0,2,2,2,5,4.4,3.2,4.6,3.98,9338270,22
2204,4,1448,198,2.0,2.0,4,4,0,0,0,0,5,3.3,3.7,3.1,3.34,12252250,39
2205,3,2450,142,4.0,2.0,6,2,0,1,0,0,4,3.7,4.3,2.3,3.32,11967520,26
2206,2,941,92,1.0,1.0,3,1,1,1,0,0,4,3.5,3.4,3.6,3.49,9868000,20
2207,3,1412,177,2.0,1.0,4,0,1,2,2,2,5,3.4,4.8,5.0,4.46,10678140,25
2208,2,1153,136,1.0,1.0,3,3,0,0,1,1,5,2.0,2.3,3.2,2.48,12866800,20
2209,5,1690,113,1.0,1.0,4,4,1,0,1,2,4,4.5,4.2,4.7,4.515,19526110,23
2210,3,1307,88,1.0,1.0,3,4,1,2,2,0,3,4.0,4.6,2.6,3.62,9272780,12
2211,6,1635,15,2.0,1.0,4,2,1,1,2,0,3,4.0,2.3,4.9,3.51,9570490,47
2212,2,772,114,1.0,1.0,2,1,1,0,1,1,3,4.2,4.1,2.9,3.77,10132150,17
2213,4,1438,168,2.0,2.0,4,4,1,0,2,0,4,4.6,3.3,3.4,3.73,12393500,46
2214,5,1505,83,1.0,1.0,4,0,1,1,1,1,4,4.3,4.0,2.4,3.37,11086380,34
2215,4,1635,8,2.0,2.0,4,2,0,1,2,2,5,4.1,4.1,2.8,3.58,8820750,27
2216,1,1631,121,1.0,1.0,4,0,1,2,1,1,3,4.5,2.5,4.9,4.16,12251750,21
2217,5,1585,36,1.0,1.0,4,1,1,1,1,2,3,5.0,4.8,5.0,4.95,11828320,41
2218,2,1117,10,1.0,1.0,3,3,0,0,2,0,3,3.3,3.7,4.3,3.76,12704950,17
2219,4,1296,190,1.0,1.0,3,4,1,0,2,0,3,3.4,4.4,4.1,3.98,11235250,26
2220,2,1238,178,2.0,1.0,4,0,0,2,2,0,3,2.6,3.4,4.2,3.4,9258310,39
2221,3,1859,54,3.0,2.0,5,1,1,0,2,0,3,3.8,4.4,2.4,3.42,16018960,28
2222,3,2239,172,4.0,2.0,6,3,0,1,2,0,4,3.9,4.3,2.6,3.5,11563580,19
2223,6,1771,109,2.0,1.0,4,1,0,1,0,0,0,2.3,5.0,4.4,4.15,8129650,35
2224,0,626,186,1.0,1.0,2,4,1,1,1,0,0,3.3,4.8,3.4,3.65,5251640,36
2225,2,978,183,1.0,1.0,3,0,0,2,2,0,3,4.4,4.2,3.2,3.96,8196110,39
2226,5,1586,23,1.0,1.0,4,1,0,1,2,1,3,2.9,2.5,4.3,3.43,10259180,34
2227,2,1196,116,1.0,1.0,3,0,0,2,0,0,5,3.5,4.5,4.3,3.5032537884152344,11135270,5
2228,2,1225,85,2.0,1.0,4,0,1,2,0,0,3,3.8,4.5,4.7,3.5032537884152344,11116500,7
2229,2,812,81,1.0,1.0,3,4,1,1,0,0,5,4.0,2.4,3.5,3.21,9663350,5
2230,4,1436,28,2.0,2.0,4,0,0,0,0,0,4,4.5,4.5,2.9,3.86,11799500,42
2231,4,1019,90,1.0,1.0,3,3,1,0,2,0,4,4.6,2.9,5.0,4.25,10472250,47
2232,2,1203,107,2.0,1.0,4,1,1,0,0,1,3,4.7,3.1,2.8,3.49,13491500,38
2233,2,1027,94,1.0,1.0,3,1,0,0,0,1,4,5.0,2.8,2.1,3.25,11827400,28
2234,6,1974,124,3.0,2.0,5,1,1,1,2,2,4,3.7,2.8,4.2,3.45,11031970,51
2235,6,1746,195,2.0,1.0,4,0,1,1,0,1,4,2.5,3.0,4.8,3.42,9964150,25
2236,3,1711,134,2.0,1.0,4,1,0,2,2,2,4,2.1,4.7,2.9,3.2,10248940,26
2237,5,1918,150,2.0,1.0,5,2,1,1,1,1,4,2.3,2.8,4.1,3.235,12574290,42
2238,4,1083,114,1.0,1.0,3,3,0,2,0,2,0,2.6,4.7,2.1,3.03,5159375,13
2239,4,826,139,1.0,1.0,2,1,0,2,2,2,0,4.7,4.6,4.8,4.71,4646250,14
2240,6,1624,109,2.0,1.0,4,3,0,2,2,2,3,2.4,4.2,3.1,3.42,9031800,40
2241,2,1122,139,1.0,1.0,3,1,0,0,0,2,4,3.4,2.9,4.6,3.56,13180400,28
2242,1,1906,169,2.0,1.0,5,1,0,0,2,2,3,2.7,4.8,2.2,3.025,20020970,41
2243,2,849,132,1.0,1.0,3,3,0,2,2,2,3,2.3,2.4,4.0,2.85,7061130,32
2244,1,1793,108,1.0,1.0,4,1,1,1,2,2,3,4.8,4.7,3.5,4.255,12813210,28
2245,6,1936,198,3.0,2.0,5,2,1,1,2,0,2,4.7,3.2,3.2,3.58,10737430,9
2246,6,1956,141,3.0,2.0,5,1,1,1,0,1,2,4.7,3.4,3.8,3.85,9590830,44
2247,3,1778,147,3.0,2.0,5,0,1,1,0,0,3,3.3,4.2,4.7,4.13,10502000,30
2248,4,1075,75,1.0,1.0,3,0,0,0,2,2,2,4.5,2.7,3.8,3.68,8543500,6
2249,4,541,124,1.0,1.0,2,2,1,2,0,1,2,2.9,2.1,4.6,3.34,4894125,21
2250,2,1166,110,1.0,1.0,3,2,0,0,2,0,5,3.4,4.4,4.5,4.13,14248200,16
2251,4,533,84,1.0,1.0,2,0,0,2,2,2,0,3.8,2.6,2.6,2.96,3000375,24
2252,2,738,76,1.0,1.0,2,1,1,1,0,2,3,3.8,3.2,3.5,3.47,7660600,32
2253,5,1771,110,1.0,1.0,4,0,1,0,1,2,4,3.6,2.6,3.8,3.44,20591120,16
2254,1,1687,72,1.0,1.0,4,2,1,1,0,1,3,5.0,4.7,2.7,4.005,11407570,31
2255,3,1970,134,3.0,2.0,5,4,0,0,2,2,3,3.4,4.9,3.3,3.81,14949120,6
2256,4,1620,12,2.0,2.0,4,1,1,1,2,2,4,2.6,2.0,2.6,2.42,9163250,43
2257,4,668,88,1.0,1.0,2,0,0,2,2,2,1,2.6,2.8,4.1,3.26,3781250,37
2258,6,1542,199,2.0,1.0,4,2,1,1,0,0,5,3.1,2.1,3.3,2.71,10453060,48
2259,5,1551,81,1.0,1.0,4,3,0,2,1,2,4,4.7,3.5,4.3,4.22,12435730,10
2260,3,2221,64,4.0,2.0,6,4,0,2,0,2,4,3.1,3.6,2.6,3.05,11682020,20
2261,6,1522,31,2.0,1.0,4,1,0,2,2,2,3,2.6,2.4,2.4,2.45,9268680,14
2262,6,1539,88,2.0,1.0,4,0,1,1,2,0,3,3.4,5.0,2.3,3.79,9879360,23
2263,5,1866,88,2.0,1.0,5,4,1,2,0,0,5,2.1,2.1,4.1,3.0,15678280,25
2264,1,1874,10,2.0,1.0,5,4,1,2,0,1,5,2.6,3.2,4.9,3.67,14602660,27
2265,3,2097,39,3.0,2.0,5,2,0,2,0,2,3,2.3,2.5,3.4,2.8,10668780,22
2266,2,1159,108,1.0,1.0,3,2,0,0,2,1,4,4.6,2.8,4.5,3.85,12415500,18
2267,3,1438,35,2.0,1.0,4,4,1,0,2,0,5,2.5,2.7,3.0,2.76,14509000,10
2268,2,863,120,1.0,1.0,3,4,0,2,2,2,3,4.2,4.9,5.0,4.72,7341810,22
2269,4,1292,142,1.0,1.0,3,3,0,0,1,2,4,3.2,3.3,4.7,3.83,10339000,32
2270,1,1691,153,1.0,1.0,4,3,1,1,2,0,3,2.7,4.5,2.8,3.19,12549660,28
2271,1,1894,98,2.0,1.0,5,2,1,1,2,2,3,3.5,4.6,2.9,3.535,12680410,38
2272,2,1174,8,1.0,1.0,3,2,0,0,1,2,5,3.9,3.2,3.1,3.38,13328250,35
2273,6,1838,88,3.0,2.0,5,0,0,1,2,2,5,2.4,2.6,4.7,3.18,9952680,44
2274,4,1582,75,2.0,2.0,4,3,0,0,0,0,3,4.0,2.2,3.4,3.22,12570750,5
2275,3,1951,111,3.0,2.0,5,4,0,1,2,0,3,2.2,2.6,4.2,3.12,9772960,8
2276,4,1237,14,1.0,1.0,3,3,1,2,2,2,1,2.4,2.3,4.7,3.29,6823875,22
2277,6,1989,126,3.0,2.0,5,4,1,2,2,1,1,2.5,2.7,3.7,2.95,9188290,37
2278,2,1129,86,1.0,1.0,3,1,1,0,2,2,5,2.8,2.1,3.6,2.76,14614100,30
2279,2,768,77,1.0,1.0,2,4,1,1,1,1,5,4.5,2.1,4.3,3.48,7462400,36
2280,2,1056,157,1.0,1.0,3,4,0,2,2,1,3,2.5,2.1,3.5,2.64,6930720,40
2281,5,1585,71,1.0,1.0,4,3,0,0,0,1,5,2.6,3.4,2.6,2.8,17805860,43
2282,3,1789,4,3.0,2.0,5,1,1,1,0,0,4,3.2,3.4,4.4,3.74,11874360,8
2283,6,1869,22,3.0,2.0,5,1,0,0,2,1,5,4.9,2.0,4.1,3.36,15941330,14
2284,4,520,60,1.0,1.0,2,4,0,0,2,0,1,2.4,4.9,2.6,3.23,5246250,19
2285,2,738,8,1.0,1.0,2,1,1,0,2,1,4,3.8,4.5,2.3,3.63,10625000,12
2286,6,1914,198,3.0,2.0,5,0,1,1,2,0,4,2.6,2.4,4.6,3.11,11781260,8
2287,1,1576,188,1.0,1.0,4,3,0,2,0,0,3,4.6,4.6,4.5,4.56,12560000,16
2288,2,869,133,1.0,1.0,3,4,0,1,1,0,3,3.3,3.4,4.9,3.82,6831950,37
2289,0,635,134,1.0,1.0,2,4,0,1,1,0,3,3.1,4.5,2.0,2.83,6000900,40
2290,1,1875,40,2.0,1.0,5,1,1,1,1,0,4,4.2,4.4,2.6,3.61,14640260,8
2291,3,2344,181,4.0,2.0,6,3,0,0,2,0,5,3.8,2.4,4.6,3.7,18963740,17
2292,1,1804,69,2.0,1.0,5,3,1,1,0,0,5,2.2,2.8,2.6,2.51,14507380,24
2293,0,985,100,1.0,1.0,3,3,0,2,2,0,1,3.1,3.0,2.7,2.88,7375400,40
2294,1,1589,117,1.0,1.0,4,3,1,0,0,1,4,4.7,3.5,2.7,3.6,18676960,18
2295,4,1390,14,2.0,2.0,4,3,1,2,0,0,1,2.5,3.4,3.5,3.17,7941000,33
2296,3,2435,47,4.0,2.0,6,3,0,1,0,0,5,2.1,4.3,3.9,3.48,12911300,15
2297,0,1145,28,1.0,1.0,3,3,1,2,2,0,5,2.3,4.6,4.7,3.96,11804935,29
2298,2,714,109,1.0,1.0,2,0,0,1,0,0,5,3.0,2.7,4.7,3.39,8191450,19
2299,2,1174,22,1.0,1.0,3,3,0,0,2,0,3,3.9,3.4,3.7,3.64,12980150,25
2300,1,1936,199,2.0,1.0,5,1,0,0,0,0,3,5.0,2.8,2.3,3.37,21320640,27
2301,4,1477,65,2.0,2.0,4,0,0,0,0,1,2,3.8,4.2,2.9,3.56,9898250,26
2302,4,1017,194,1.0,1.0,3,1,1,0,0,0,1,3.2,2.2,3.8,3.14,9715500,6
2303,2,943,111,1.0,1.0,3,1,0,2,0,1,3,2.1,4.6,2.0,3.07,7710860,17
2304,5,1515,63,1.0,1.0,4,0,0,2,0,1,4,2.9,4.2,3.4,3.45,11415610,33
2305,2,1071,151,1.0,1.0,3,4,0,2,0,2,5,4.2,4.3,4.2,4.24,9277020,37
2306,6,1937,153,3.0,2.0,5,3,0,2,2,2,3,4.0,2.8,3.8,3.4,10670850,10
2307,3,2440,68,4.0,2.0,6,3,1,2,2,2,5,3.5,3.0,2.1,2.79,14217020,11
2308,2,892,182,1.0,1.0,3,0,1,2,0,1,3,3.0,4.5,2.6,3.48,8027540,26
2309,6,1951,37,3.0,2.0,5,0,0,0,1,2,3,3.2,4.7,3.7,4.03,15635990,12
2310,4,1452,141,2.0,2.0,4,3,0,2,2,2,3,4.3,3.0,2.3,3.11,8008250,13
2311,6,1605,16,2.0,1.0,4,4,0,0,1,2,1,3.1,4.6,2.3,3.54,11710370,26
2312,2,733,62,1.0,1.0,2,1,0,2,0,2,3,4.4,4.8,4.7,4.65,7487660,15
2313,4,616,106,1.0,1.0,2,1,0,2,0,0,2,4.2,3.4,4.6,4.12,5452000,36
2314,1,1525,121,1.0,1.0,4,1,0,2,2,1,4,5.0,2.3,4.3,4.045,12019000,15
2315,3,1577,166,2.0,1.0,4,0,0,2,2,2,3,4.5,3.4,4.2,4.05,9218040,5
2316,0,1002,149,1.0,1.0,3,2,1,2,2,2,0,3.6,4.1,4.4,4.1,7731120,8
2317,6,1792,163,2.0,1.0,4,0,1,0,1,0,3,4.5,3.2,2.6,3.35,15370850,45
2318,2,721,118,1.0,1.0,2,2,1,2,2,1,5,2.4,3.9,2.9,3.15,7947370,32
2319,5,1530,51,1.0,1.0,4,2,1,0,1,1,3,3.2,4.9,4.3,4.12,17340400,10
2320,2,723,178,1.0,1.0,2,2,1,0,2,1,5,2.5,4.9,3.4,3.73,10659650,15
2321,0,840,116,1.0,1.0,3,2,0,2,0,2,1,3.9,3.9,3.5,3.7,6578415,21
2322,4,1254,125,1.0,1.0,3,1,1,2,2,1,4,4.8,3.1,4.2,4.05,8656000,17
2323,4,1129,195,1.0,1.0,3,3,1,2,2,2,1,2.6,2.7,2.5,2.59,6472125,27
2324,0,1272,102,2.0,2.0,4,4,0,1,1,2,5,4.4,3.3,2.3,3.13,9889600,20
2325,0,1085,66,1.0,1.0,3,1,1,1,0,2,2,3.4,3.7,2.6,3.06,8920280,32
2326,6,1922,168,3.0,2.0,5,3,0,2,2,2,3,4.4,4.0,2.3,3.59,10739020,11
2327,2,994,116,1.0,1.0,3,1,0,0,2,1,4,4.8,3.8,3.5,4.01,11534600,28
2328,6,1798,44,2.0,1.0,4,2,1,1,2,1,4,2.1,3.7,2.7,3.0,9409960,48
2329,6,1544,16,2.0,1.0,4,2,0,0,0,1,4,3.2,3.8,3.5,3.56,13104880,14
2330,6,1740,92,2.0,1.0,4,3,1,2,2,0,5,2.9,3.5,4.9,3.77,12192300,30
2331,6,1676,22,2.0,1.0,4,4,0,1,1,0,4,2.6,4.7,2.5,3.52,8932590,47
2332,0,1209,55,2.0,2.0,4,3,1,1,2,2,4,3.6,4.9,4.3,4.21,10672285,19
2333,3,1397,190,2.0,1.0,4,0,1,0,2,2,3,4.3,3.7,2.1,3.24,12774540,17
2334,4,1028,11,1.0,1.0,3,2,1,1,1,1,4,3.0,4.0,3.0,3.3,7087250,11
2335,0,1063,88,1.0,1.0,3,1,1,2,2,2,3,4.7,3.8,3.7,4.02,10525805,7
2336,6,1596,99,2.0,1.0,4,4,1,1,2,2,5,2.5,3.4,3.4,3.5032537884152344,9637350,55
2337,0,648,140,1.0,1.0,2,2,0,0,2,1,3,3.4,2.1,3.4,3.14,8044160,24
2338,6,1732,188,2.0,1.0,4,1,0,2,1,1,2,4.5,2.6,2.1,2.93,8913270,6
2339,2,1100,79,1.0,1.0,3,1,0,2,1,1,5,3.2,2.0,4.5,3.11,9171700,26
2340,2,1182,47,1.0,1.0,3,1,0,2,0,0,5,2.9,3.0,4.9,3.54,10876790,31
2341,3,2137,130,3.0,2.0,5,4,0,2,2,2,5,4.9,2.2,2.9,3.29,11810540,20
2342,2,1298,124,2.0,1.0,4,1,1,0,2,2,5,4.7,4.2,2.8,3.93,16006000,36
2343,6,1581,167,2.0,1.0,4,0,1,1,2,1,1,5.0,4.6,2.3,4.01,7763400,15
2344,6,1520,29,2.0,1.0,4,1,0,2,2,2,0,2.5,4.0,4.7,3.84,7522430,29
2345,2,785,83,1.0,1.0,2,0,0,2,1,1,5,4.8,4.1,3.6,4.16,7335200,33
2346,6,1929,196,3.0,2.0,5,3,1,0,1,0,2,3.7,4.8,2.3,3.78,16070870,31
2347,2,765,195,1.0,1.0,2,2,1,1,1,2,3,3.8,2.8,2.7,3.07,6860600,40
2348,3,2215,88,3.0,2.0,5,4,1,1,0,0,3,2.0,2.0,2.8,2.32,11596240,12
2349,3,1599,88,2.0,1.0,4,1,1,1,2,0,3,4.3,2.2,4.2,3.63,10148600,20
2350,3,1320,123,1.0,1.0,3,2,0,0,0,0,3,4.5,2.2,3.8,3.53,11851240,12
2351,5,1527,10,1.0,1.0,4,1,1,0,2,1,5,4.8,3.1,2.0,3.115,18686210,38
2352,2,803,103,1.0,1.0,3,3,0,1,2,1,4,4.7,4.6,4.5,4.6,6811400,20
2353,0,778,61,1.0,1.0,2,2,0,0,2,0,2,4.5,3.1,3.6,3.77,9821540,16
2354,5,1917,16,2.0,1.0,5,0,0,2,1,2,4,2.9,3.3,2.4,2.775,14105580,11
2355,5,1762,45,1.0,1.0,4,1,0,0,2,1,3,3.1,4.7,4.3,4.04,18333020,41
2356,1,1662,167,1.0,1.0,4,1,1,1,2,2,4,3.6,4.3,3.3,3.655,12916910,23
2357,0,691,76,1.0,1.0,2,2,0,1,1,1,3,3.8,2.3,4.2,3.7,5499565,31
2358,2,1142,74,1.0,1.0,3,3,0,1,0,0,3,4.8,5.0,4.3,4.73,8559850,35
2359,4,965,60,1.0,1.0,3,3,1,1,2,0,2,3.3,4.3,4.2,3.96,6641500,36
2360,6,1793,140,2.0,1.0,4,4,1,1,2,1,0,4.5,4.7,2.3,3.93,6980320,51
2361,2,1021,85,1.0,1.0,3,0,0,2,0,2,5,2.9,4.7,2.2,3.41,9304770,32
2362,2,1097,121,1.0,1.0,3,0,1,0,1,0,5,3.5,4.5,4.2,4.11,14874950,9
2363,6,1753,42,2.0,1.0,4,3,0,2,2,1,0,2.2,4.7,3.0,3.57,6928000,50
2364,5,1941,71,2.0,1.0,5,0,1,2,2,0,5,2.2,3.9,3.1,3.03,16538570,12
2365,2,1067,138,1.0,1.0,3,2,0,1,2,0,5,4.0,4.3,2.2,3.58,9112450,31
2366,2,733,29,1.0,1.0,2,1,1,0,0,1,4,4.3,2.6,3.1,3.26,10548750,25
2367,1,1856,99,2.0,1.0,5,4,0,2,0,0,4,3.4,4.5,4.4,4.075,14168130,20
2368,2,961,78,1.0,1.0,3,3,0,2,2,2,4,2.8,4.7,5.0,4.22,8402320,33
2369,4,681,59,1.0,1.0,2,2,0,1,1,2,0,2.0,4.0,4.1,3.44,2640250,49
2370,6,1550,81,2.0,1.0,4,4,0,0,0,0,1,3.3,2.8,4.0,3.29,12337670,16
2371,1,1766,73,1.0,1.0,4,4,0,0,1,1,3,3.7,2.0,3.0,2.995,17722310,23
2372,2,983,49,1.0,1.0,3,4,0,2,0,2,5,3.5,3.1,4.5,3.64,8978460,29
2373,1,1638,24,1.0,1.0,4,3,0,1,0,1,3,3.3,3.8,2.6,3.145,10514930,19
2374,3,2092,119,3.0,2.0,5,3,0,1,2,2,5,3.4,4.7,4.1,4.07,11431740,7
2375,2,942,44,1.0,1.0,3,1,0,1,2,1,5,2.3,2.4,4.3,2.94,7913300,30
2376,4,1627,8,2.0,2.0,4,1,0,1,0,1,1,4.8,3.3,2.0,3.23,6054750,39
2377,2,932,139,1.0,1.0,3,3,0,1,2,2,3,3.6,3.8,4.4,3.92,7190600,28
2378,4,715,186,1.0,1.0,2,1,0,1,0,2,2,3.4,3.0,3.9,3.48,5091750,23
2379,4,1140,194,1.0,1.0,3,1,1,2,0,0,0,4.5,2.3,3.1,3.28,6519000,50
2380,1,1658,113,1.0,1.0,4,3,1,2,0,2,5,4.9,2.8,2.6,3.455,14375730,27
2381,0,1112,26,1.0,1.0,3,0,0,0,0,1,2,2.0,2.5,5.0,3.6,11780070,18
2382,1,1584,9,1.0,1.0,4,4,0,2,2,1,4,2.8,2.6,2.1,2.47,11061120,35
2383,6,1894,34,3.0,2.0,5,1,0,0,2,1,5,4.6,2.9,3.3,3.45,16025310,18
2384,0,791,92,1.0,1.0,2,3,1,1,2,2,1,3.4,2.1,4.1,3.49,6818200,20
2385,2,715,50,1.0,1.0,2,4,0,2,2,0,4,2.1,3.7,2.4,2.83,7283800,35
2386,3,2495,191,4.0,2.0,6,2,0,1,2,0,5,3.0,3.0,2.7,2.88,12496560,28
