,PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,YEAR_BUILD,YEAR_SOLD,AGE_OF_HOUSE
1772,P08764,Adyar,1274,2007-08-29,166,2.0,2.0,4,Partial,No,1997-08-31,Others,AllPub,No Access,RH,3.5,3.5,4.2,3.85,298722,130691,9335050,1997,2007,10
1773,P04479,Karapakkam,687,2010-08-23,2,1.0,1.0,2,AdjLand,No,1992-08-27,Others,AllPub,No Access,RL,2.0,3.7,3.0,2.91,212891,100532,5913625,1992,2010,18
1774,P06300,T Nagar,1886,2009-09-17,155,2.0,1.0,5,Normal Sale,No,1987-09-23,Others,AllPub,Gravel,RL,2.2,4.5,4.0,3.585,469477,249410,14671170,1987,2009,22
1775,P09056,T Nagar,1598,2007-04-27,14,1.0,1.0,4,Normal Sale,Yes,1974-05-05,Commercial,NoSeWa,Gravel,RM,3.9,2.7,3.4,3.375,500603,140169,20024110,1974,2007,33
1776,P01528,Karapakkam,593,2012-03-23,113,1.0,1.0,2,Family,Yes,1999-03-27,House,NoSeWa,No Access,RM,3.2,2.3,2.9,2.81,213650,51794,6474250,1999,2012,13
1777,P01067,Anna Nagar,1815,2013-01-16,48,2.0,1.0,5,Partial,No,1999-01-20,Commercial,NoSeWa,No Access,RM,5.0,3.4,3.0,3.8,534986,178329,19814280,1999,2013,14
1778,P05752,Karapakkam,1121,2009-12-29,196,1.0,1.0,3,Family,No,1979-06-01,Others,NoSeWa,Paved,I,4.3,2.9,3.2,3.44,216418,64340,5849125,1979,2009,30
1779,P06484,Chrompet,1182,2009-09-08,4,1.0,1.0,3,Family,No,2001-11-08,Others,NoSeWa,Paved,RM,2.6,3.7,2.9,3.13,272644,141371,10097940,2001,2009,8
1780,P05576,Anna Nagar,1864,2010-01-02,198,2.0,1.0,5,Partial,No,1969-11-02,Others,ELO,No Access,RM,2.3,2.6,2.9,2.615,514704,141543,12867590,1969,2010,41
1781,P03334,KK Nagar,2125,2011-12-04,198,3.0,2.0,5,AbNormal,No,1983-04-19,Commercial,NoSeWa,Gravel,RL,2.2,2.7,2.4,2.43,582980,416414,16656560,1983,2011,28
1782,P01697,Chrompet,955,2012-02-24,175,1.0,1.0,3,AdjLand,No,2006-02-25,House,NoSeWa,Gravel,RM,3.4,4.4,4.7,4.19,263080,29231,9743700,2006,2012,6
1783,P07563,Velachery,1625,2008-02-10,2,2.0,1.0,4,Normal Sale,No,1991-07-10,Commercial,NoSeWa,Paved,RH,3.4,4.8,4.5,4.36,466444,274379,13718940,1991,2008,17
1784,P01566,Chrompet,864,2012-03-17,124,1.0,1.0,3,Normal Sale,Yes,2005-03-19,Commercial,ELO,Paved,RM,2.5,3.6,2.6,2.97,313916,175793,12556650,2005,2012,7
1785,P00107,Chrompet,1183,2014-09-12,143,1.0,1.0,3,Normal Sale,Yes,1999-12-13,Others,NoSeWa,Gravel,RH,4.8,3.9,3.6,4.08,334527,104540,10453960,1999,2014,15
1786,P02215,Karapakkam,938,2011-11-13,70,1.0,1.0,3,Normal Sale,No,1965-11-24,House,AllPub,Gravel,C,2.3,2.2,3.7,2.83,181985,113126,4918500,1965,2011,46
1787,P06034,Karapakkam,1040,2009-05-11,25,1.0,1.0,3,AdjLand,Yes,1971-11-15,House,ELO,Paved,RL,3.5,2.7,3.3,3.18,372425,114008,7600500,1971,2009,38
1788,P04185,Chrompet,849,2010-10-21,21,1.0,1.0,3,AdjLand,Yes,1974-10-30,Commercial,NoSeWa,Paved,RL,3.9,2.5,2.2,2.83,314566,58253,11650600,1974,2010,36
1789,P03133,Karapakkam,914,2011-05-20,132,1.0,1.0,3,Family,Yes,1988-05-25,Others,AllPub,No Access,RH,4.4,3.6,3.8,3.92,247456,113696,6688000,1988,2011,23
1790,P03103,Karapakkam,1156,2011-05-26,122,1.0,1.0,3,AdjLand,Yes,2002-05-28,House,ELO,Gravel,RL,3.1,4.1,2.0,2.96,447388,125269,8947750,2002,2011,9
1791,P00481,Chrompet,830,2014-03-13,191,1.0,1.0,3,Family,Yes,1991-03-19,Commercial,NoSeWa,No Access,RL,3.9,2.3,3.1,3.02,358342,162883,10858850,1991,2014,23
1792,P05056,KK Nagar,1655,2010-07-05,146,2.0,1.0,4,Partial,No,1981-05-14,House,NoSeWa,Gravel,RM,4.2,4.4,3.3,3.9,314995,127967,9843580,1981,2010,29
1793,P07198,KK Nagar,1693,2009-01-24,99,2.0,1.0,4,Family,Yes,1989-01-29,House,NoSeWa,Paved,RL,3.1,2.1,4.9,3.52,481046,180392,10021800,1989,2009,20
1794,P08506,Chrompet,1014,2007-04-12,17,1.0,1.0,3,Partial,Yes,1984-09-12,Commercial,ELO,Gravel,RL,2.3,4.0,4.6,3.67,418933,117825,13091650,1984,2007,23
1795,P00703,Chrompet,1148,2013-03-10,152,1.0,1.0,3,Normal Sale,No,1980-11-10,House,ELO,Gravel,RH,4.6,2.8,2.6,3.28,237195,32717,8179150,1980,2013,33
1796,P02299,KK Nagar,2453,2011-10-29,53,4.0,2.0,6,Family,No,1992-02-11,Others,AllPub,Gravel,RM,2.2,4.9,2.6,3.17,645265,164748,13729040,1992,2011,19
1797,P03233,KK Nagar,2167,2011-04-30,194,3.0,2.0,5,AdjLand,No,1986-06-05,Others,NoSeWa,Paved,RM,2.3,3.5,4.3,3.46,486612,124772,12477240,1986,2011,25
1798,P02110,Karapakkam,1404,2011-09-12,43,2.0,2.0,4,Family,Yes,1991-12-14,Others,NoSeWa,Gravel,RH,3.3,2.2,2.3,2.57,384153,82319,9146500,1991,2011,20
1799,P08646,T Nagar,1545,2007-09-10,17,1.0,1.0,4,AdjLand,No,2001-10-10,Others,ELO,Gravel,RM,3.6,4.8,4.7,4.395,559477,139869,13986920,2001,2007,6
1800,P09653,Velachery,1634,2006-04-23,93,2.0,1.0,4,AbNormal,Yes,1951-07-05,House,NoSeWa,No Access,RH,2.3,3.1,2.7,2.78,294404,155380,8177900,1951,2006,55
1801,P09183,Chrompet,1268,2007-06-03,40,2.0,1.0,4,Partial,Yes,1988-10-03,House,NoSeWa,Gravel,RM,2.5,2.6,4.0,2.99,362427,153757,10982650,1988,2007,19
1802,P03187,KK Nagar,1682,2011-09-05,38,2.0,1.0,4,Normal Sale,Yes,2005-10-05,Others,NoSeWa,Gravel,RM,3.2,4.9,3.1,3.67,367175,208066,12239160,2005,2011,6
1803,P04240,Velachery,1787,2010-08-10,116,2.0,1.0,4,AdjLand,No,1961-10-20,Others,NoSeWa,Paved,RH,3.9,3.6,3.2,3.56,347046,106042,9640180,1961,2010,49
1804,P04016,Karapakkam,1337,2010-11-24,34,2.0,2.0,4,Family,Yes,1975-03-12,Others,ELO,Gravel,I,2.1,4.5,2.8,3.1,397656,182922,7953125,1975,2010,35
1805,P01481,Adyar,695,2012-07-04,165,1.0,1.0,2,Family,Yes,1998-11-04,Others,NoSeWa,Paved,A,4.5,4.9,2.1,3.38,215229,6149,6149410,1998,2012,14
1806,P05485,Anna Nagar,1930,2010-02-16,163,2.0,1.0,5,Partial,No,1966-02-27,House,NoSeWa,Gravel,RM,2.1,3.5,2.2,2.49,457127,143669,13060780,1966,2010,44
1807,P01390,Chrompet,1042,2012-06-13,178,1.0,1.0,3,AbNormal,Yes,1994-06-18,Others,AllPub,Gravel,RL,4.3,4.0,3.2,3.85,296269,158716,10581040,1994,2012,18
1808,P01475,T Nagar,1613,2012-04-13,178,1.0,1.0,4,Partial,No,2006-04-15,Commercial,NoSeWa,Paved,RH,4.5,4.9,2.3,3.61,438461,315692,17538420,2006,2012,6
1809,P01758,Karapakkam,1270,2012-12-02,39,1.0,1.0,3,AdjLand,Yes,1990-02-17,House,ELO,Gravel,RL,2.7,2.7,2.3,2.54,393954,196977,8953500,1990,2012,22
1810,P04426,Chrompet,997,2010-03-09,114,1.0,1.0,3,Partial,Yes,1970-09-13,Commercial,ELO,Gravel,RH,2.8,3.8,5.0,3.86,385798,144674,12056200,1970,2010,40
1811,P00375,Chrompet,726,2014-05-31,74,1.0,1.0,2,Family,No,2003-03-06,House,ELO,No Access,RL,3.8,3.4,2.7,3.31,163297,37684,6280650,2003,2014,11
1812,P07031,Velachery,1853,2009-03-15,73,3.0,2.0,5,AdjLand,No,2000-03-17,Others,NoSeWa,No Access,RH,2.7,2.0,4.5,2.93,340605,140249,10017780,2000,2009,9
1813,P09706,Velachery,1591,2006-01-18,27,2.0,1.0,4,AdjLand,No,1987-01-23,House,NoSeWa,Paved,I,3.0,3.7,3.6,3.5,309092,158723,8353830,1987,2006,19
1814,P09315,Anna Nagar,1980,2007-01-19,48,2.0,1.0,5,Family,No,1975-01-27,Others,ELO,Gravel,RL,3.3,2.2,4.3,3.425,515980,200659,14332790,1975,2007,32
1815,P02079,KK Nagar,2226,2011-12-14,138,4.0,2.0,6,Family,Yes,1981-12-21,House,NoSeWa,Paved,RL,2.8,3.0,4.6,3.58,571850,116704,11670400,1981,2011,30
1816,P02476,Adyar,808,2011-09-27,88,1.0,1.0,3,AdjLand,No,1992-01-10,Commercial,ELO,Paved,RM,3.9,2.6,4.6,3.99,430167,143389,11949085,1992,2011,19
1817,P01626,Karapakkam,1376,2012-07-03,181,2.0,2.0,4,AdjLand,No,1993-12-03,House,NoSeWa,No Access,RM,2.4,2.8,5.0,3.56,356631,129684,8105250,1993,2012,19
1818,P08989,T Nagar,1868,2007-05-22,197,2.0,1.0,5,Normal Sale,No,1967-01-06,Commercial,NoSeWa,Gravel,RH,2.3,2.5,2.4,2.395,781305,340569,20033450,1967,2007,40
1819,P04924,Karapakkam,1311,2010-02-06,48,1.0,1.0,3,Family,No,1981-09-06,House,NoSeWa,Paved,RH,4.0,3.6,2.7,3.36,261290,84919,6532250,1981,2010,29
1820,P07178,Adyar,805,2009-01-27,63,1.0,1.0,3,AdjLand,Yes,1982-03-02,Others,AllPub,Gravel,I,2.6,3.5,4.1,3.53,321639,35738,8934405,1982,2009,27
1821,P00718,Chrompet,706,2013-09-18,100,1.0,1.0,2,Normal Sale,No,1980-09-26,Others,AllPub,Paved,RM,2.0,2.9,4.8,3.2,195474,93828,7818970,1980,2013,33
1822,P04712,Karapakkam,1464,2010-07-13,184,2.0,2.0,4,Normal Sale,No,2005-07-14,Others,ELO,Paved,A,4.6,2.7,3.9,3.75,219546,87819,6272750,2005,2010,5
1823,P01576,Adyar,648,2012-03-15,143,1.0,1.0,2,Family,No,1978-03-24,Commercial,NoSeWa,Gravel,RM,4.0,3.9,4.3,4.13,383846,82994,10374210,1978,2012,34
1824,P08055,Velachery,1917,2008-08-05,182,3.0,2.0,5,Partial,Yes,2002-10-05,House,ELO,No Access,RM,3.7,4.9,4.7,4.54,354609,144060,11081520,2002,2008,6
1825,P06214,Adyar,1018,2009-05-10,66,1.0,1.0,3,Family,Yes,2001-07-10,Others,AllPub,No Access,RH,3.6,4.4,3.0,3.46,350106,128986,9213320,2001,2009,8
1826,P03158,Anna Nagar,1694,2011-05-15,167,1.0,1.0,4,Partial,Yes,1976-05-23,Commercial,AllPub,Paved,RH,3.3,4.6,3.1,3.545,659934,94276,18855250,1976,2011,35
1827,P08224,Chrompet,1112,2008-03-18,86,1.0,1.0,3,AdjLand,Yes,1973-03-27,Commercial,AllPub,No Access,RL,2.5,3.7,4.0,3.43,360819,200455,13363650,1973,2008,35
1828,P04145,Karapakkam,950,2010-10-27,116,1.0,1.0,3,Partial,Yes,1993-10-31,House,AllPub,No Access,RH,4.7,2.9,4.4,4.04,249941,153810,6408750,1993,2010,17
1829,P08981,Adyar,1282,2007-05-25,149,2.0,2.0,4,Normal Sale,Yes,1989-05-29,House,NoSeWa,No Access,RM,3.1,3.9,4.4,3.91,393630,43737,10934170,1989,2007,18
1830,P04682,Velachery,1639,2010-07-19,73,2.0,1.0,4,Partial,No,1973-07-28,House,AllPub,Gravel,A,2.5,3.5,4.7,3.61,259623,119286,7016840,1973,2010,37
1831,P07593,KK Nagar,1501,2008-09-26,16,2.0,1.0,4,Family,Yes,1985-02-10,Others,NoSeWa,Paved,RM,3.6,4.5,3.2,3.71,491357,85453,10681680,1985,2008,23
1832,P04406,Chrompet,765,2010-08-09,22,1.0,1.0,2,Partial,No,1990-09-13,House,NoSeWa,No Access,RH,3.7,3.5,4.8,3.95,166373,74581,5737000,1990,2010,20
1833,P03606,Anna Nagar,1765,2011-02-18,117,1.0,1.0,4,AdjLand,No,1991-02-23,House,NoSeWa,Gravel,RM,4.6,3.3,3.4,3.795,533085,232370,13668850,1991,2011,20
1834,P03281,Karapakkam,1518,2011-04-20,104,2.0,2.0,4,AdjLand,Yes,1982-04-27,Others,ELO,No Access,A,2.4,4.2,2.2,2.86,296865,138537,6597000,1982,2011,29
1835,P06840,KK Nagar,2417,2009-09-05,196,4.0,2.0,6,Partial,No,1983-05-16,House,NoSeWa,Gravel,RL,4.9,2.2,2.1,2.97,343084,217286,11436120,1983,2009,26
1836,P03436,Karapakkam,1070,2011-03-26,109,1.0,1.0,3,AbNormal,Yes,1962-07-04,House,AllPub,Paved,A,4.4,2.4,2.8,3.16,242244,100935,5046750,1962,2011,49
1837,P00502,T Nagar,1784,2014-02-18,71,1.0,1.0,4,AdjLand,Yes,1997-02-22,Others,NoSeWa,Paved,RL,2.5,4.7,4.5,3.95,459406,207474,14819560,1997,2014,17
1838,P07484,Chrompet,1188,2008-10-26,9,1.0,1.0,3,AdjLand,No,2003-10-28,Others,ELO,Gravel,RH,3.7,2.9,2.4,2.99,274330,88178,9797510,2003,2008,5
1839,P01537,Karapakkam,1494,2012-03-22,171,2.0,2.0,4,Normal Sale,Yes,1980-03-30,House,NoSeWa,No Access,RL,3.0,4.1,4.6,3.97,376648,131008,8188000,1980,2012,32
1840,P07127,T Nagar,1810,2009-02-13,128,2.0,1.0,5,Normal Sale,No,2002-02-15,Commercial,NoSeWa,No Access,RM,4.7,4.6,4.5,4.585,715452,347505,20441490,2002,2009,7
1841,P05257,Karapakkam,738,2010-03-31,166,1.0,1.0,2,AdjLand,Yes,1994-04-04,House,AllPub,Gravel,I,3.4,3.8,2.6,3.2,305955,54392,6799000,1994,2010,16
1842,P01738,KK Nagar,1564,2012-02-17,6,2.0,1.0,4,Partial,No,2004-02-19,House,AllPub,Gravel,RM,2.9,2.9,3.2,3.02,500968,100194,10019360,2004,2012,8
1843,P01654,Karapakkam,1211,2012-02-03,88,1.0,1.0,3,AdjLand,No,1984-09-03,Commercial,NoSeWa,Gravel,A,4.7,2.2,4.2,3.75,348705,153090,8505000,1984,2012,28
1844,P09944,Velachery,1662,2004-04-08,135,2.0,1.0,4,AbNormal,Yes,1957-08-16,Commercial,NoSeWa,Gravel,C,2.1,2.5,3.3,2.64,481836,147228,13384340,1957,2004,47
1845,P09403,Velachery,1530,2006-12-20,174,2.0,1.0,4,Partial,No,1967-12-30,Commercial,ELO,No Access,I,4.0,2.4,2.2,2.74,401494,184470,10851180,1967,2006,39
1846,P06588,Adyar,909,2009-07-19,62,1.0,1.0,3,AbNormal,Yes,1983-07-26,House,ELO,Paved,RH,3.9,4.7,2.5,3.36,274249,41553,8310590,1983,2009,26
1847,P07233,Adyar,690,2009-12-01,115,1.0,1.0,2,AdjLand,Yes,2000-01-15,Others,AllPub,Paved,C,2.5,3.1,4.3,3.52,232073,22459,7486235,2000,2009,9
1848,P03147,Chrompet,780,2011-05-18,94,1.0,1.0,2,Normal Sale,No,1987-05-24,House,ELO,No Access,RM,4.7,3.5,4.4,4.13,232980,42360,7060000,1987,2011,24
1849,P04973,Chrompet,1195,2010-05-25,43,1.0,1.0,3,AbNormal,No,2004-05-26,House,NoSeWa,Gravel,RM,2.6,2.9,3.9,3.11,285894,81684,10210500,2004,2010,6
1850,P03954,Karapakkam,1428,2010-05-12,37,2.0,2.0,4,Family,Yes,2000-07-12,Commercial,NoSeWa,Paved,RM,4.3,2.6,3.7,3.55,448137,237249,13180500,2000,2010,10
1851,P03244,Adyar,746,2011-04-27,53,1.0,1.0,2,Family,Yes,2005-04-28,Others,ELO,No Access,C,3.0,4.2,4.4,3.94,249237,25563,6390690,2005,2011,6
1852,P07817,Adyar,921,2008-07-23,163,1.0,1.0,3,Normal Sale,No,1998-07-26,Others,AllPub,No Access,I,3.5,2.5,2.0,2.55,222526,64604,7178250,1998,2008,10
1853,P08136,Adyar,607,2008-11-04,124,1.0,1.0,2,Partial,No,2001-04-13,House,ELO,Gravel,C,3.5,4.4,4.6,4.23,204558,53831,5383105,2001,2008,7
1854,P02657,Adyar,712,2011-08-25,37,1.0,1.0,2,AbNormal,No,1996-08-28,House,AllPub,No Access,RL,4.7,2.6,4.2,4.03,237253,13956,6978025,1996,2011,15
1855,P07181,KK Nagar,2312,2009-01-27,88,4.0,2.0,6,Normal Sale,No,1999-01-30,House,NoSeWa,Gravel,RM,2.6,3.8,4.6,3.76,565641,100558,12569800,1999,2009,10
1856,P08178,Velachery,1809,2008-03-30,174,3.0,2.0,5,Normal Sale,No,1987-05-04,Others,NoSeWa,Paved,RM,4.0,4.0,5.0,4.3,439509,202850,11269470,1987,2008,21
1857,P06878,T Nagar,1872,2009-04-30,16,2.0,1.0,5,Family,No,1991-05-05,Others,ELO,Gravel,RM,3.3,3.5,4.7,3.98,385396,88938,14822920,1991,2009,18
1858,P01878,KK Nagar,2286,2012-01-23,46,4.0,2.0,6,AdjLand,No,2002-01-25,Others,AllPub,Paved,RM,3.2,3.4,4.4,3.74,616544,281466,13403120,2002,2012,10
1859,P04726,Karapakkam,1648,2010-09-07,26,2.0,2.0,4,Normal Sale,No,1982-07-16,House,NoSeWa,No Access,A,2.8,4.7,3.0,3.45,223188,95652,5314000,1982,2010,28
1860,P06083,Anna Nagar,1522,2009-10-27,15,1.0,1.0,4,Family,No,1992-10-31,Others,AllPub,No Access,RL,4.9,4.3,3.5,4.19,451796,220106,11584500,1992,2009,17
1861,P09244,Chrompet,919,2007-02-14,70,1.0,1.0,3,AbNormal,No,2000-02-16,Commercial,AllPub,Gravel,RL,4.8,3.0,2.2,3.3,352572,60788,12157650,2000,2007,7
1862,P01266,T Nagar,1858,2012-09-16,156,2.0,1.0,5,AbNormal,Yes,1988-09-22,House,AllPub,No Access,RH,4.6,4.3,5.0,4.705,330086,228521,12695630,1988,2012,24
1863,P01201,Chrompet,1082,2012-10-26,194,1.0,1.0,3,Family,Yes,1994-10-31,Commercial,NoSeWa,No Access,RL,4.1,3.3,4.2,3.81,336552,155332,12944300,1994,2012,18
1864,P02434,Karapakkam,1338,2011-05-10,165,2.0,2.0,4,Family,Yes,2003-07-10,Others,NoSeWa,Paved,C,4.4,2.4,3.3,3.36,280621,96002,7384750,2003,2011,8
1865,P05679,Karapakkam,1559,2010-01-13,59,2.0,2.0,4,Normal Sale,No,1996-01-17,House,ELO,No Access,C,2.7,4.6,2.7,3.27,183968,74737,5749000,1996,2010,14
1866,P06179,Karapakkam,860,2009-09-10,165,1.0,1.0,2,Family,No,1972-10-18,Others,ELO,Paved,RL,4.2,2.4,4.5,3.78,248593,90949,6063250,1972,2009,37
1867,P06891,Velachery,1769,2009-04-27,137,2.0,1.0,4,AbNormal,Yes,1985-03-05,Others,AllPub,Gravel,A,3.8,2.7,2.0,2.77,385067,192534,9626680,1985,2009,24
1868,P03493,Chrompet,1197,2011-03-17,5,1.0,1.0,3,Partial,No,1997-03-20,House,NoSeWa,Gravel,RL,4.8,4.8,4.9,4.83,231828,37092,9273100,1997,2011,14
1869,P09963,Velachery,1971,2004-04-07,5,3.0,2.0,5,Partial,Yes,1976-11-07,Commercial,NoSeWa,No Access,RH,2.5,2.8,2.6,2.67,591269,186717,15559710,1976,2004,28
1870,P09207,Velachery,1966,2007-02-24,35,3.0,2.0,5,AbNormal,Yes,2000-02-26,House,NoSeWa,No Access,I,2.8,3.0,3.8,3.19,386602,115980,9665040,2000,2007,7
1871,P07607,KK Nagar,2176,2008-09-22,28,3.0,2.0,5,AbNormal,No,1997-09-25,Others,NoSeWa,Paved,RL,3.8,4.5,4.0,4.09,423070,235039,11751940,1997,2008,11
1872,P01974,Karapakkam,1519,2012-06-01,164,2.0,2.0,4,Normal Sale,No,2004-08-01,Others,ELO,No Access,A,3.1,2.4,3.0,2.85,244503,130781,5686125,2004,2012,8
1873,P06379,KK Nagar,1892,2009-03-09,16,3.0,2.0,5,Partial,Yes,1986-09-09,Others,AllPub,Paved,RL,4.8,3.2,3.4,3.76,357328,172901,11526700,1986,2009,23
1874,P06181,Chrompet,786,2009-09-10,75,1.0,1.0,2,Normal Sale,No,2001-11-10,House,AllPub,No Access,RL,3.0,2.5,2.3,2.59,227726,96611,6900800,2001,2009,8
1875,P01081,Chrompet,942,2013-09-01,18,1.0,1.0,3,AbNormal,Yes,1975-01-19,Others,AllPub,Gravel,RL,3.3,4.6,4.9,4.3,324193,167009,9824040,1975,2013,38
1876,P02591,Karapakkam,1344,2011-05-09,151,2.0,2.0,4,AbNormal,Yes,1970-09-15,House,NoSeWa,Gravel,I,3.4,4.1,3.2,3.53,376238,173069,7524750,1970,2011,41
1877,P03498,Karapakkam,943,2011-03-16,198,1.0,1.0,3,Normal Sale,Yes,1979-03-24,Others,NoSeWa,Gravel,I,2.7,3.6,4.4,3.65,220166,127838,7102125,1979,2011,32
1878,P05063,Chrompet,1098,2010-06-05,62,1.0,1.0,3,Normal Sale,No,1979-05-14,House,NoSeWa,Gravel,RL,4.2,4.0,4.2,4.12,240345,62312,8901650,1979,2010,31
1879,P04401,Karapakkam,1190,2010-08-09,77,1.0,1.0,3,Family,No,2001-10-09,House,ELO,Gravel,I,3.1,3.4,3.9,3.51,253490,90997,6499750,2001,2010,9
1880,P07475,Velachery,1590,2008-10-28,106,2.0,1.0,4,Partial,Yes,1982-04-11,House,NoSeWa,Gravel,RH,2.3,3.3,3.7,3.17,385489,115647,9637220,1982,2008,26
1881,P03509,Karapakkam,1040,2011-03-13,142,1.0,1.0,3,Normal Sale,Yes,1991-03-18,Commercial,ELO,Gravel,I,3.0,4.4,2.0,3.02,296577,200907,9567000,1991,2011,20
1882,P07361,KK Nagar,1524,2008-09-12,61,2.0,1.0,4,AdjLand,No,1991-12-14,Others,AllPub,Gravel,RH,4.2,3.6,3.6,3.78,454969,197812,9890620,1991,2008,17
1883,P07919,Chrompet,1132,2008-06-25,106,1.0,1.0,3,AbNormal,Yes,1985-01-07,House,NoSeWa,No Access,RH,4.6,2.2,3.7,3.37,217278,83569,8356850,1985,2008,23
1884,P01239,Anna Nagar,1699,2012-04-10,185,1.0,1.0,4,AbNormal,Yes,1969-10-15,Commercial,ELO,Gravel,RH,4.4,2.0,4.6,3.88,752593,366648,19297260,1969,2012,43
1885,P09404,Chrompet,1204,2006-12-20,47,2.0,1.0,4,Normal Sale,Yes,1986-12-25,Others,NoSeWa,Paved,RH,2.9,4.1,2.7,3.32,333184,171640,10096480,1986,2006,20
1886,P01943,Adyar,1003,2012-10-01,147,1.0,1.0,3,AdjLand,No,1999-01-13,Commercial,AllPub,Gravel,RL,4.3,2.6,2.6,3.11,479836,27419,13709595,1999,2012,13
1887,P08347,Anna Nagar,1610,2008-06-02,182,1.0,1.0,4,AbNormal,Yes,1963-02-17,House,ELO,Gravel,RL,2.1,4.7,4.7,3.79,445133,197837,12364800,1963,2008,45
1888,P09996,Velachery,1869,2004-04-18,36,3.0,2.0,5,AdjLand,No,1960-04-29,House,ELO,Paved,C,3.9,2.6,4.6,3.53,250314,145343,8074630,1960,2004,44
1889,P06207,Anna Nagar,1676,2009-06-10,103,1.0,1.0,4,Partial,Yes,1995-10-10,Commercial,NoSeWa,Paved,RM,4.4,3.1,4.7,4.195,669970,223323,20302130,1995,2009,14
1890,P06654,Adyar,929,2009-03-07,91,1.0,1.0,3,AdjLand,Yes,1980-10-07,House,NoSeWa,No Access,RM,3.2,3.2,3.5,3.35,313330,56969,9494835,1980,2009,29
1891,P05703,Karapakkam,1265,2010-08-01,108,1.0,1.0,3,Normal Sale,No,1997-11-01,Others,NoSeWa,Gravel,RM,2.5,3.8,2.3,2.81,448531,206324,8970625,1997,2010,13
1892,P07319,T Nagar,1585,2008-12-21,199,1.0,1.0,4,AbNormal,No,1972-12-30,Commercial,ELO,Paved,RL,2.5,3.6,2.1,2.595,684691,210674,17556170,1972,2008,36
1893,P00962,Chrompet,729,2013-05-04,142,1.0,1.0,2,Normal Sale,No,1993-10-04,Commercial,NoSeWa,No Access,RM,4.7,2.4,5.0,3.87,305672,49302,9860400,1993,2013,20
1894,P09237,T Nagar,1882,2007-02-16,180,2.0,1.0,5,Family,No,1991-02-20,House,AllPub,No Access,RL,2.6,2.6,4.3,3.365,318133,85651,12235870,1991,2007,16
1895,P09470,Adyar,912,2006-11-21,181,1.0,1.0,3,Partial,Yes,1990-11-25,Commercial,NoSeWa,No Access,A,4.0,4.2,2.0,3.04,345959,93502,9350240,1990,2006,16
1896,P03023,KK Nagar,2147,2011-06-13,23,3.0,2.0,5,Normal Sale,No,1993-06-17,Commercial,NoSeWa,Paved,RM,3.1,3.8,2.8,3.19,790306,326431,17180560,1993,2011,18
1897,P00742,Chrompet,898,2013-08-24,130,1.0,1.0,3,AbNormal,Yes,1973-03-09,Commercial,NoSeWa,Gravel,RM,3.4,3.8,3.0,3.44,335577,51627,12906800,1973,2013,40
1898,P06122,Velachery,1979,2009-10-18,16,3.0,2.0,5,Family,Yes,1992-10-22,Commercial,ELO,No Access,RH,5.0,3.5,4.5,4.18,510899,191587,15965590,1992,2009,17
1899,P05219,Karapakkam,1398,2010-08-04,133,2.0,2.0,4,Normal Sale,No,1971-04-18,House,NoSeWa,Paved,RL,2.2,2.2,4.2,3.0,245627,141422,7443250,1971,2010,39
1900,P04369,Karapakkam,942,2010-09-14,32,1.0,1.0,3,AbNormal,Yes,1990-09-19,House,AllPub,Paved,C,2.5,4.4,3.7,3.55,229905,112005,5895000,1990,2010,20
1901,P05343,Karapakkam,1504,2010-03-13,182,2.0,2.0,4,Partial,No,1966-03-24,House,ELO,Paved,RM,3.6,3.7,3.8,3.71,306852,149492,7868000,1966,2010,44
1902,P07984,Chrompet,821,2008-05-31,22,1.0,1.0,3,AdjLand,Yes,1999-03-06,House,NoSeWa,Gravel,RH,2.7,2.5,3.8,2.95,217694,148032,8707750,1999,2008,9
1903,P06336,Adyar,1045,2009-11-09,76,1.0,1.0,3,Family,No,1989-09-16,Commercial,ELO,Paved,I,2.2,3.2,3.3,2.95,339894,22660,11329800,1989,2009,20
1904,P06813,Chrompet,1149,2009-05-15,64,1.0,1.0,3,Normal Sale,No,1990-05-20,House,AllPub,Paved,RH,2.9,4.7,4.6,4.13,232917,58229,8318450,1990,2009,19
1905,P09065,Anna Nagar,1666,2007-04-24,140,1.0,1.0,4,Partial,Yes,1979-01-05,Others,NoSeWa,Gravel,RH,2.0,4.7,3.0,3.075,416307,143105,13009590,1979,2007,28
1906,P05646,Karapakkam,1210,2010-01-18,66,1.0,1.0,3,Partial,Yes,1980-01-26,Others,AllPub,Gravel,RH,4.5,3.1,2.1,3.12,266664,99999,8333250,1980,2010,30
1907,P02197,Velachery,1523,2011-11-17,83,2.0,1.0,4,Partial,Yes,1970-11-27,Others,ELO,Paved,C,2.4,4.7,3.6,3.8,306988,153494,8078620,1970,2011,41
1908,P01147,Chrompet,891,2012-11-28,95,1.0,1.0,3,Partial,No,1975-08-12,Commercial,NoSeWa,No Access,RM,4.1,4.6,4.7,4.48,277533,170790,10674350,1975,2012,37
