,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,AGE_OF_HOUSE,OVERALL_PRICE
983,1,1681,93,1.0,1.0,4,3,0,0,1,1,4,3.0,3.0,2.7,2.88,5,19319476
984,2,1073,163,1.0,1.0,3,1,1,2,2,2,3,4.0,5.0,3.5,4.25,17,10044028
985,2,916,109,1.0,1.0,3,0,0,1,0,1,4,2.2,2.0,3.8,2.6,16,7619912
986,6,1617,18,2.0,1.0,4,0,0,0,2,0,0,4.8,2.5,5.0,3.83,27,12653981
987,3,2223,39,4.0,2.0,6,3,0,1,0,0,4,4.4,4.4,4.8,4.56,14,12490862
988,2,877,21,1.0,1.0,3,4,1,0,2,0,5,2.9,3.3,4.3,3.48,33,13070743
989,4,802,18,1.0,1.0,2,2,1,0,0,1,3,3.0,4.1,2.4,3.09,26,8286785
990,3,2057,131,3.0,2.0,5,3,1,1,2,2,4,2.5,2.7,4.6,3.4,21,11851861
991,1,1990,199,2.0,1.0,5,0,1,1,2,2,5,3.3,3.0,2.7,2.985,5,15703677
992,4,975,78,1.0,1.0,3,1,1,0,2,2,0,3.5,3.7,4.0,3.76,8,8748399
993,5,1519,115,1.0,1.0,4,2,1,0,2,1,5,3.3,4.8,4.7,3.5032537884152344,38,18951216
994,4,1537,42,2.0,2.0,4,1,0,2,1,2,3,3.7,4.7,2.2,3.4,25,8685700
995,4,1502,164,2.0,2.0,4,0,1,2,2,1,1,3.3,3.4,2.4,2.97,41,7064266
996,0,1016,24,1.0,1.0,3,0,0,1,1,1,3,4.8,4.4,4.3,4.47,36,7379848
997,5,1502,64,1.0,1.0,4,3,0,1,2,1,3,2.1,5.0,2.7,3.095,38,9933592
998,4,1497,170,2.0,2.0,4,2,0,2,0,1,4,3.1,4.0,3.8,3.65,16,8581284
999,0,850,179,1.0,1.0,3,4,0,1,2,2,2,5.0,4.9,4.4,4.68,20,6851254
1000,1,1940,163,2.0,1.0,5,2,0,2,0,0,4,2.3,3.7,3.4,3.09,43,14695924
1001,4,1523,79,2.0,2.0,4,0,1,1,1,1,2,2.3,2.5,3.6,2.88,29,7372723
1002,2,711,94,1.0,1.0,2,0,1,1,1,1,3,3.0,4.9,3.6,3.94,33,6640505
1003,6,1671,62,2.0,1.0,4,1,0,1,2,2,0,4.3,2.2,4.3,3.36,23,7712783
1004,2,1293,73,2.0,1.0,4,0,1,0,2,1,3,3.5,2.7,5.0,3.63,16,14578512
1005,4,1615,106,2.0,2.0,4,1,1,0,1,2,2,2.6,4.9,3.3,3.57,23,13148428
1006,6,1526,62,2.0,1.0,4,4,1,2,0,0,1,4.3,2.6,3.4,3.27,27,9536868
1007,3,2296,170,4.0,2.0,6,2,1,2,0,0,5,4.6,3.2,2.3,3.26,14,15158390
1008,1,1600,92,1.0,1.0,4,2,0,1,0,0,5,5.0,2.1,4.1,3.915,30,13120523
1009,4,1122,115,1.0,1.0,3,2,0,2,1,2,5,3.7,3.6,4.0,3.79,21,8254642
1010,2,821,79,1.0,1.0,3,1,0,2,2,1,3,4.9,4.0,4.0,4.27,38,6885503
1011,6,1678,19,2.0,1.0,4,1,1,0,2,0,1,2.1,3.9,2.1,2.91,22,15319692
1012,4,587,171,1.0,1.0,2,4,1,2,2,0,1,2.4,4.5,4.2,3.75,30,5496233
1013,0,613,74,1.0,1.0,2,3,0,2,1,2,3,2.7,2.8,4.1,3.42,39,6422644
1014,2,714,92,1.0,1.0,2,0,1,1,2,2,4,4.2,4.1,4.2,4.16,13,8381154
1015,4,596,118,1.0,1.0,2,3,0,0,1,0,1,4.9,3.8,4.0,4.21,19,6111960
1016,3,1804,75,3.0,2.0,5,4,1,2,2,0,3,2.8,2.2,2.7,2.58,8,11673617
1017,4,1058,111,1.0,1.0,3,3,1,2,0,0,4,2.4,3.4,4.4,3.5,11,9659139
1018,2,884,104,1.0,1.0,3,1,1,1,2,2,5,2.7,4.5,3.9,3.78,14,9997642
1019,3,2321,18,4.0,2.0,6,3,0,1,0,0,3,3.9,3.4,3.8,3.71,21,11844490
1020,4,1603,70,2.0,2.0,4,3,1,0,2,2,5,2.5,4.3,3.2,3.32,6,14964383
1021,0,715,131,1.0,1.0,2,3,1,0,1,2,3,2.3,3.8,3.2,3.05,10,11015659
1022,4,1397,118,2.0,2.0,4,4,1,0,2,2,1,4.9,4.4,4.5,4.59,48,10510944
1023,1,1604,188,1.0,1.0,4,4,1,2,2,2,4,2.1,3.3,4.0,3.16,27,13621748
1024,3,1533,195,2.0,1.0,4,3,0,0,2,2,4,2.5,2.5,2.5,2.5,24,13589248
1025,1,1744,159,1.0,1.0,4,2,1,1,1,0,5,2.8,2.1,2.1,2.345,14,14482135
1026,2,1097,132,1.0,1.0,3,4,0,1,0,0,4,4.2,2.5,2.2,2.92,22,9055863
1027,2,748,93,1.0,1.0,2,1,0,0,0,0,4,4.7,4.3,2.9,4.0,31,11177794
1028,0,847,191,1.0,1.0,3,4,0,1,0,1,1,2.8,2.1,4.8,3.66,23,5427635
1029,5,1535,50,1.0,1.0,4,1,0,0,0,0,3,2.3,3.2,2.5,2.615,12,18854117
1030,4,1558,200,2.0,2.0,4,1,0,1,0,2,2,4.0,4.6,3.5,3.98,45,7364899
1031,6,1696,63,2.0,1.0,4,0,0,2,1,2,3,3.3,2.3,3.0,2.76,15,9920430
1032,1,1868,157,2.0,1.0,5,4,1,2,1,1,3,4.8,3.0,2.1,3.27,20,13605626
1033,4,591,8,1.0,1.0,2,4,0,2,0,0,3,2.5,4.2,3.5,3.41,9,6188498
1034,1,1539,39,1.0,1.0,4,0,0,2,2,1,3,3.6,4.1,4.6,4.125,16,11496453
1035,1,1594,18,1.0,1.0,4,0,1,1,2,0,5,2.8,3.7,2.8,3.025,44,13577270
1036,2,1074,140,1.0,1.0,3,0,1,0,0,2,5,3.3,4.5,2.3,3.48,30,14653003
1037,2,736,167,1.0,1.0,2,1,0,0,0,0,3,3.8,2.1,2.6,2.76,8,10657254
1038,2,904,98,1.0,1.0,3,2,0,2,2,0,3,2.8,3.3,3.8,3.3,33,8058953
1039,2,802,107,1.0,1.0,3,1,1,0,2,0,5,2.1,2.5,2.4,2.35,9,13593765
1040,4,1445,111,2.0,2.0,4,2,0,0,2,1,1,4.3,4.9,2.7,3.84,38,9310511
1041,6,1623,91,2.0,1.0,4,1,0,2,1,2,4,4.3,3.4,2.5,3.36,8,10925967
1042,1,1978,193,2.0,1.0,5,3,1,1,2,2,4,2.9,4.6,2.6,3.205,30,14329693
1043,4,1546,105,2.0,2.0,4,0,0,2,2,0,3,3.5,4.4,5.0,4.37,45,8874293
1044,3,1896,182,3.0,2.0,5,4,0,2,2,2,4,3.2,3.3,4.3,3.5032537884152344,14,11151853
1045,3,1673,47,2.0,1.0,4,1,1,0,2,0,5,2.0,4.4,3.6,3.36,17,17419750
1046,3,2334,153,4.0,2.0,6,2,0,0,0,2,3,3.7,3.1,3.4,3.4,8,18572449
1047,2,1114,106,1.0,1.0,3,4,0,1,0,0,5,2.6,3.0,4.3,3.27,38,9620147
1048,2,776,97,1.0,1.0,2,3,1,1,1,2,4,3.3,2.9,4.4,3.47,9,8525865
1049,4,1675,185,2.0,2.0,4,1,1,2,0,2,4,4.6,3.7,3.6,3.93,5,11427150
1050,5,1590,39,1.0,1.0,4,0,1,0,0,0,5,4.6,4.2,2.3,3.465,35,21069421
1051,5,1639,76,1.0,1.0,4,4,0,0,2,0,5,4.0,4.3,4.5,4.3,6,20670252
1052,6,1712,182,2.0,1.0,4,0,1,1,2,1,2,3.7,3.3,4.6,3.79,45,8512138
1053,0,1118,145,1.0,1.0,3,3,1,1,2,1,3,2.6,3.2,3.3,3.07,38,8660059
1054,0,792,93,1.0,1.0,2,4,0,0,0,2,2,4.5,2.0,2.5,3.0,10,10007780
1055,0,1190,37,1.0,1.0,3,3,1,1,2,1,4,2.4,2.4,4.0,3.2,25,9998924
1056,2,1243,77,2.0,1.0,4,1,0,1,2,2,4,3.6,4.2,2.1,3.39,21,9895471
1057,1,1657,105,1.0,1.0,4,3,0,1,1,0,4,3.1,3.4,4.9,3.895,18,12746253
1058,2,1008,84,1.0,1.0,3,4,0,2,2,0,5,2.6,4.4,4.6,3.92,32,9697958
1059,6,1658,19,2.0,1.0,4,3,1,0,2,2,2,3.7,4.1,4.0,3.97,22,14832706
1060,3,1381,127,2.0,1.0,4,4,0,0,2,0,5,3.3,3.5,3.3,3.36,7,14051918
1061,4,929,14,1.0,1.0,3,0,0,0,1,2,2,3.2,4.4,3.5,3.68,9,8229964
1062,2,1166,31,1.0,1.0,3,3,0,2,2,0,4,2.6,2.4,5.0,3.24,5,10527176
1063,2,1239,75,2.0,1.0,4,1,0,2,2,0,3,2.1,4.7,4.8,3.95,30,10202076
1064,2,1231,120,2.0,1.0,4,4,0,2,0,0,3,5.0,3.7,3.3,3.97,22,9995874
1065,1,1973,49,2.0,1.0,5,4,0,1,1,1,5,2.3,3.1,2.8,2.7,39,12747307
1066,3,2244,98,4.0,2.0,6,1,0,2,2,2,4,4.1,3.5,4.2,3.96,21,13109822
1067,4,1577,113,2.0,2.0,4,2,1,2,2,1,0,3.3,2.1,4.3,3.34,18,7081930
1068,5,1854,5,2.0,1.0,5,4,1,2,2,1,3,3.4,3.0,2.8,3.03,39,13440387
1069,2,1109,60,1.0,1.0,3,1,0,2,1,2,5,3.4,2.6,3.9,3.23,12,10552221
1070,3,1801,115,3.0,2.0,5,1,0,1,0,0,3,5.0,3.6,3.5,3.98,7,10842545
1071,2,1257,35,2.0,1.0,4,4,0,0,2,0,4,2.2,4.4,2.5,3.17,38,14379743
1072,4,531,41,1.0,1.0,2,4,0,2,1,1,3,4.2,2.5,3.0,3.21,34,3963015
1073,4,1380,185,2.0,2.0,4,0,0,1,2,0,5,2.6,2.2,5.0,3.44,29,9219858
1074,3,1758,14,2.0,1.0,4,2,0,1,2,2,3,3.9,4.2,2.7,3.51,13,9328596
1075,1,1777,192,1.0,1.0,4,0,1,1,0,2,5,2.1,3.9,4.8,3.63,5,14921214
1076,1,1943,108,2.0,1.0,5,3,0,2,2,2,4,3.4,3.2,2.4,2.95,25,14726330
1077,6,1964,128,3.0,2.0,5,3,1,2,2,1,2,5.0,3.3,4.4,4.06,5,11262659
1078,1,1777,139,1.0,1.0,4,1,1,2,1,0,3,2.4,4.8,3.5,3.44,32,14860036
1079,1,1751,99,1.0,1.0,4,2,0,1,1,1,3,4.9,2.3,4.3,4.01,21,11079244
1080,3,1573,76,2.0,1.0,4,2,0,1,2,2,5,3.2,3.0,2.3,2.78,20,9897008
1081,3,1438,27,2.0,1.0,4,2,1,0,2,0,4,3.2,3.9,4.7,4.01,27,14506608
1082,0,925,19,1.0,1.0,3,4,0,2,2,2,3,3.3,2.4,3.2,3.07,35,7862111
1083,2,1280,78,2.0,1.0,4,2,0,2,0,2,5,2.4,3.6,2.7,2.97,16,11149608
1084,0,947,151,1.0,1.0,3,1,1,1,1,1,4,2.0,4.4,2.0,2.48,14,9261872
1085,5,1981,162,2.0,1.0,5,1,0,2,0,2,3,3.2,3.1,2.1,2.68,40,14606097
1086,3,1554,169,2.0,1.0,4,2,0,1,2,0,4,4.5,4.2,4.7,4.49,15,10039504
1087,6,1762,196,2.0,1.0,4,3,1,2,2,2,0,4.7,3.9,4.6,4.31,39,9344769
1088,1,1835,52,2.0,1.0,5,3,0,1,2,1,5,2.2,4.6,3.2,3.2,18,13172601
1089,3,1351,41,2.0,1.0,4,1,1,2,2,0,3,3.0,4.1,4.4,3.89,27,10519560
1090,2,750,33,1.0,1.0,2,3,0,2,2,0,4,4.0,2.3,3.4,3.14,23,8264986
1091,6,1598,7,2.0,1.0,4,0,0,0,1,0,3,3.1,2.1,4.1,2.95,49,13676417
1092,6,1856,52,3.0,2.0,5,4,1,2,2,0,0,3.3,3.6,2.5,3.2,38,9967943
1093,6,1584,11,2.0,1.0,4,1,0,1,2,1,4,2.3,2.4,3.7,2.77,49,8535004
1094,0,852,68,1.0,1.0,3,4,0,0,1,2,0,3.9,4.6,2.8,3.49,24,8714953
1095,4,1650,14,2.0,2.0,4,2,1,0,2,2,0,3.0,5.0,3.9,3.96,46,11050562
1096,4,1606,40,2.0,2.0,4,4,0,1,2,0,2,2.1,2.4,3.9,2.91,12,8040648
1097,0,1152,80,1.0,1.0,3,0,1,1,0,2,4,3.9,3.0,3.7,3.62,39,10439058
1098,3,1763,79,2.0,1.0,4,0,1,2,2,0,5,4.2,2.8,2.9,3.26,19,12986268
1099,1,1969,76,2.0,1.0,5,3,1,0,2,2,5,4.6,4.4,2.1,3.55,20,23993576
1100,0,994,185,1.0,1.0,3,4,1,2,2,1,1,4.8,2.3,2.8,3.3,27,7486520
1101,5,1566,68,1.0,1.0,4,4,0,2,2,2,3,3.4,4.9,3.7,3.91,25,11719297
1102,2,914,52,1.0,1.0,3,1,1,0,1,1,4,3.1,2.7,3.8,3.15,9,12526795
1103,1,1757,19,1.0,1.0,4,3,0,1,1,1,5,4.8,4.5,2.0,3.605,28,12384127
1104,0,1241,62,2.0,2.0,4,1,0,2,2,2,4,4.2,3.7,3.3,3.65,33,11086771
1105,6,1926,150,3.0,2.0,5,4,0,0,2,1,4,3.8,2.8,4.6,3.59,36,15466464
1106,6,1531,67,2.0,1.0,4,0,0,1,2,2,0,2.6,4.2,4.9,4.01,12,7082607
1107,0,928,126,1.0,1.0,3,0,0,0,0,1,3,4.2,3.5,4.3,4.11,40,11114890
1108,6,1716,113,2.0,1.0,4,2,0,1,2,2,2,4.4,3.5,2.8,3.52,45,8104207
1109,6,1637,192,2.0,1.0,4,0,1,2,0,2,0,3.6,4.7,4.4,4.34,15,9456525
1110,2,1286,103,2.0,1.0,4,3,1,2,0,1,4,2.3,4.7,3.0,3.47,16,11092177
1111,4,1694,61,2.0,2.0,4,0,0,0,1,2,2,3.3,2.1,3.8,3.14,18,11998586
1112,2,770,25,1.0,1.0,2,0,0,0,2,0,3,4.4,3.7,3.6,3.88,21,10301451
1113,6,1677,199,2.0,1.0,4,1,1,1,2,0,0,4.1,3.7,4.3,3.98,21,9328758
1114,0,790,200,1.0,1.0,2,3,0,0,2,0,2,2.7,4.3,2.4,2.87,29,10206904
1115,2,1115,144,1.0,1.0,3,2,1,1,1,2,4,2.9,3.1,4.1,3.34,36,9338807
1116,3,1723,86,2.0,1.0,4,2,0,1,0,2,4,2.3,2.5,2.0,2.24,23,9545616
1117,4,1013,164,1.0,1.0,3,1,0,0,2,1,5,4.1,2.6,5.0,4.01,28,10024594
1118,4,1143,29,1.0,1.0,3,4,0,2,2,1,4,2.6,2.1,2.4,2.37,48,6286111
1119,3,1676,172,2.0,1.0,4,4,1,0,2,2,5,3.0,3.1,2.9,2.99,10,15869836
1120,0,960,166,1.0,1.0,3,2,1,2,1,2,2,3.1,4.4,5.0,4.31,26,8731502
1121,5,1849,150,2.0,1.0,5,4,0,1,2,0,5,2.7,3.3,3.2,3.075,21,14116717
1122,4,850,99,1.0,1.0,2,4,0,1,2,0,0,4.3,4.2,2.3,3.47,30,4122469
1123,2,935,192,1.0,1.0,3,4,1,0,2,1,4,4.1,3.1,2.1,3.1,22,11990681
1124,4,1247,185,1.0,1.0,3,0,1,0,0,0,2,3.0,2.4,4.3,3.34,28,11274384
1125,4,1420,30,2.0,2.0,4,0,0,2,2,0,4,5.0,3.7,2.2,3.49,6,9699576
1126,2,989,1,1.0,1.0,3,1,0,1,0,0,4,2.9,3.8,4.0,3.59,6,9660589
1127,2,1227,143,2.0,1.0,4,3,1,1,2,1,3,3.4,2.2,4.5,3.25,16,9217115
1128,6,1626,102,2.0,1.0,4,3,0,1,1,2,2,2.2,2.2,3.0,2.44,50,7576725
1129,2,787,162,1.0,1.0,2,4,1,0,2,1,5,3.4,4.3,4.4,4.06,30,11246278
1130,6,1576,46,2.0,1.0,4,0,1,1,2,1,3,2.8,2.0,4.2,2.86,32,9055573
1131,4,594,195,1.0,1.0,2,2,0,1,0,1,5,3.9,3.5,4.5,4.02,42,5579234
1132,2,991,105,1.0,1.0,3,1,0,1,2,2,5,2.2,4.8,4.6,3.96,32,9054245
1133,4,684,101,1.0,1.0,2,1,0,1,2,0,0,4.3,3.4,2.3,3.23,33,4151755
1134,6,1717,26,2.0,1.0,4,3,0,1,2,1,2,2.7,2.4,2.1,2.39,27,7649946
1135,0,1195,139,1.0,1.0,3,4,1,2,2,0,1,2.2,2.2,3.8,3.0,5,9997277
1136,2,951,73,1.0,1.0,3,4,0,0,2,0,3,2.0,3.6,2.4,2.76,8,11677945
1137,4,825,200,1.0,1.0,2,3,1,1,1,1,5,2.7,3.0,2.8,2.83,30,7171124
1138,3,2498,153,4.0,2.0,6,4,1,0,2,2,4,3.0,2.3,3.1,2.83,23,20563479
1139,4,830,93,1.0,1.0,2,4,0,1,0,1,2,3.0,3.8,2.2,2.92,20,4505004
1140,4,1459,155,2.0,2.0,4,0,1,2,2,0,5,3.6,3.6,2.5,3.16,33,10855852
1141,2,820,16,1.0,1.0,3,1,0,1,0,0,4,3.0,2.0,4.5,3.05,26,8494086
1142,3,2434,28,4.0,2.0,6,4,1,2,2,0,5,2.1,4.5,2.1,3.5032537884152344,12,15094168
1143,4,1647,61,2.0,2.0,4,2,1,1,2,1,5,3.7,2.2,4.8,3.69,14,10154431
1144,4,847,36,1.0,1.0,2,2,1,1,2,1,5,2.7,2.5,3.5,2.96,30,7195584
1145,1,1863,132,2.0,1.0,5,4,1,2,0,2,5,3.5,2.6,3.4,3.235,28,15640760
1146,0,1080,171,1.0,1.0,3,4,1,2,2,2,4,4.3,4.6,3.5,3.96,7,10936622
1147,2,1292,6,2.0,1.0,4,4,0,1,1,2,5,2.6,2.9,3.3,2.93,6,10165183
1148,3,1883,97,3.0,2.0,5,2,1,2,0,0,3,4.9,2.7,4.3,4.0,30,11985909
1149,6,1748,76,2.0,1.0,4,2,0,2,1,1,5,4.1,3.7,3.8,3.83,49,9926106
1150,4,1621,9,2.0,2.0,4,3,0,2,2,2,2,4.7,3.8,4.5,4.35,37,7966712
1151,3,2061,64,3.0,2.0,5,2,1,1,2,2,4,4.6,2.3,3.7,3.55,9,11988175
1152,6,1521,78,2.0,1.0,4,1,0,0,2,1,4,2.1,2.9,2.1,2.46,26,13509910
1153,2,839,71,1.0,1.0,3,2,1,0,0,0,3,2.8,5.0,4.6,4.22,23,12127910
1154,2,1296,170,2.0,1.0,4,0,0,1,2,0,3,3.5,3.9,4.8,4.05,5,9988342
1155,2,1027,4,1.0,1.0,3,3,1,2,1,1,4,4.9,4.9,2.8,4.27,14,9608313
1156,3,1921,28,3.0,2.0,5,1,0,2,0,2,4,3.7,3.4,3.4,3.49,17,12036258
1157,0,855,117,1.0,1.0,3,3,1,1,1,0,2,3.5,4.4,2.9,3.38,37,8080767
1158,6,1857,170,3.0,2.0,5,4,1,2,1,1,4,4.0,2.2,2.0,2.59,46,10718271
1159,2,920,67,1.0,1.0,3,3,1,2,0,2,4,3.2,4.1,2.9,3.47,36,9515376
1160,6,1781,109,2.0,1.0,4,3,0,0,0,1,1,4.4,4.1,3.2,3.91,50,12911378
1161,1,1658,110,1.0,1.0,4,4,0,1,2,1,3,4.3,3.4,3.9,3.915,44,9970890
1162,4,1611,28,2.0,2.0,4,3,1,0,1,2,4,3.4,2.7,2.1,2.67,44,13410144
1163,3,1339,26,2.0,1.0,4,0,1,2,2,0,5,3.5,3.0,3.8,3.47,6,11738698
1164,4,876,140,1.0,1.0,2,2,1,2,2,2,3,4.6,3.1,3.5,3.71,26,7270225
1165,6,1880,149,3.0,2.0,5,3,0,0,2,1,4,4.2,3.8,3.7,3.87,19,15903154
1166,4,1227,95,1.0,1.0,3,3,1,1,2,1,0,4.1,2.4,2.4,2.91,29,5312129
1167,2,918,99,1.0,1.0,3,3,0,2,1,2,5,4.8,4.3,3.6,4.24,28,9130469
1168,2,750,78,1.0,1.0,2,4,1,0,1,2,4,2.0,3.7,4.0,3.28,24,10865976
1169,1,1631,137,1.0,1.0,4,2,0,1,2,2,3,4.8,3.0,4.9,4.39,44,10819531
1170,4,782,71,1.0,1.0,2,2,0,1,2,0,2,4.7,3.4,4.2,4.11,45,5084888
1171,2,1258,73,2.0,1.0,4,1,1,2,2,1,5,4.9,2.4,3.4,3.45,27,11556487
1172,5,1536,5,1.0,1.0,4,1,1,2,0,1,3,3.8,3.6,3.1,3.435,8,13379879
1173,4,643,167,1.0,1.0,2,3,0,0,0,1,4,2.2,4.2,3.6,3.36,40,6858555
1174,0,919,111,1.0,1.0,3,2,1,2,0,1,3,3.0,3.4,4.9,4.03,9,9198858
1175,4,1180,81,1.0,1.0,3,4,0,2,2,0,5,2.3,2.2,3.4,2.71,19,8835288
1176,0,1167,15,1.0,1.0,3,1,0,2,2,1,5,4.7,5.0,2.9,3.86,7,10883114
1177,6,1698,47,2.0,1.0,4,0,1,2,0,2,3,4.7,2.8,3.9,3.61,34,10992759
1178,0,1051,38,1.0,1.0,3,1,0,2,1,0,1,2.6,4.0,3.4,3.28,28,8503241
1179,2,881,79,1.0,1.0,3,1,0,2,2,0,3,4.4,3.2,4.7,4.01,5,9049377
1180,4,1042,82,1.0,1.0,3,1,1,1,1,2,2,3.0,3.4,2.7,3.0,39,6770513
1181,6,1954,24,3.0,2.0,5,2,0,1,0,0,2,4.7,2.3,4.9,3.68,32,9844849
1182,0,919,147,1.0,1.0,3,1,0,1,2,0,5,2.6,2.2,4.7,3.57,40,9738574
1183,4,1287,19,1.0,1.0,3,1,0,0,2,2,1,2.1,4.7,4.4,3.8,17,9705266
1184,1,1793,90,1.0,1.0,4,4,1,1,2,2,4,5.0,2.8,3.5,3.85,9,13726917
1185,3,1814,159,3.0,2.0,5,4,1,0,0,2,5,2.5,4.3,3.3,3.36,17,17134143
1186,6,1889,117,3.0,2.0,5,0,0,1,2,1,1,5.0,2.9,2.2,3.22,36,7647693
1187,6,1642,80,2.0,1.0,4,4,0,0,2,1,2,2.4,4.0,2.6,3.18,44,12259671
1188,6,1910,28,3.0,2.0,5,1,0,0,2,0,2,2.1,4.6,3.3,3.59,10,16638959
1189,2,990,11,1.0,1.0,3,4,0,1,2,1,4,2.6,3.5,4.2,3.44,11,7623549
1190,3,1842,150,3.0,2.0,5,0,1,2,2,2,5,4.1,2.9,2.2,2.98,25,12511882
1191,4,825,50,1.0,1.0,2,4,0,0,2,0,5,4.9,4.6,3.4,4.21,17,9780344
1192,2,802,157,1.0,1.0,3,3,1,1,0,2,4,3.9,2.7,2.2,2.91,10,9055326
1193,4,858,160,1.0,1.0,2,3,0,2,0,0,1,2.6,3.8,3.3,3.24,12,5949059
1194,3,1499,130,2.0,1.0,4,3,1,2,2,2,3,3.3,4.3,4.3,4.0,22,10435309
1195,1,1828,26,2.0,1.0,5,4,1,0,0,1,5,2.3,2.8,3.2,2.785,39,21630978
1196,2,717,100,1.0,1.0,2,2,1,1,2,0,3,3.5,4.9,2.8,3.85,24,8049658
1197,4,504,133,1.0,1.0,2,2,0,2,0,0,5,4.8,5.0,2.1,3.78,8,7468216
1198,1,1823,11,2.0,1.0,5,4,1,1,1,0,4,2.5,5.0,3.3,3.445,24,14026892
1199,3,1721,33,2.0,1.0,4,3,1,1,0,2,4,3.0,2.1,2.3,2.45,30,10831763
1200,5,1734,28,1.0,1.0,4,0,0,0,2,2,4,2.4,3.9,4.0,3.495,45,19902735
1201,2,787,147,1.0,1.0,2,4,1,0,1,0,5,3.9,3.8,2.2,3.35,31,12194995
1202,2,1265,30,2.0,1.0,4,1,0,1,1,0,4,2.1,2.8,2.6,2.53,24,10153813
1203,6,1967,142,3.0,2.0,5,0,0,1,0,2,5,2.8,4.9,2.2,3.57,33,11303190
1204,2,1008,148,1.0,1.0,3,1,1,0,2,2,3,3.3,2.9,4.2,3.41,10,13332914
1205,2,1120,166,1.0,1.0,3,4,1,0,1,1,5,5.0,3.5,4.3,4.19,37,13776726
1206,1,1952,53,2.0,1.0,5,1,1,0,0,1,3,3.9,2.6,2.4,3.5032537884152344,42,21846938
1207,4,1100,199,1.0,1.0,3,1,0,2,2,0,0,3.9,3.7,5.0,4.28,47,5754198
1208,0,1098,18,1.0,1.0,3,4,1,1,0,0,5,2.1,2.6,2.2,2.25,34,10957553
1209,3,1470,3,2.0,1.0,4,0,0,1,2,0,4,4.0,2.9,2.7,3.15,17,9703977
1210,2,970,152,1.0,1.0,3,4,1,1,1,1,3,3.0,4.4,3.3,3.65,17,7747373
1211,3,1432,111,2.0,1.0,4,1,1,2,2,0,5,3.8,2.5,4.6,3.73,27,12018100
1212,4,790,119,1.0,1.0,2,1,0,0,0,2,0,4.9,2.6,2.0,3.05,18,6419830
1213,2,1149,52,1.0,1.0,3,1,0,0,0,2,4,2.6,3.3,2.5,2.85,5,14366130
1214,2,762,154,1.0,1.0,2,0,0,1,2,2,4,2.1,4.8,3.6,3.63,26,7297473
1215,2,847,6,1.0,1.0,3,2,1,1,0,2,5,4.2,3.8,2.4,3.5,34,9261913
1216,6,1954,131,3.0,2.0,5,3,1,1,0,0,1,4.9,2.4,4.8,3.75,27,10557550
1217,3,2232,172,4.0,2.0,6,3,1,2,2,0,5,3.3,2.1,3.6,3.06,11,14890567
1218,1,1587,37,1.0,1.0,4,2,1,0,0,1,3,4.9,4.8,3.8,4.435,40,18318276
1219,5,1891,100,2.0,1.0,5,2,1,0,0,2,3,3.6,4.6,4.9,4.435,15,22074014
1220,3,1916,193,3.0,2.0,5,2,0,2,0,0,3,2.8,3.5,4.5,3.69,23,11252715
1221,6,1622,62,2.0,1.0,4,4,1,2,2,2,4,4.1,2.2,2.3,2.71,21,11132128
1222,6,1812,41,3.0,2.0,5,0,0,0,0,2,3,2.3,2.5,4.2,2.96,7,15738029
1223,0,1010,121,1.0,1.0,3,4,1,2,2,1,5,3.6,3.7,3.6,3.62,20,10161113
1224,5,1526,80,1.0,1.0,4,3,1,0,0,1,3,4.2,2.8,3.9,3.715,16,18397978
1225,2,775,34,1.0,1.0,2,3,0,1,2,0,3,2.2,4.7,2.2,3.2,39,6920206
1226,4,1239,78,1.0,1.0,3,2,1,2,0,1,0,3.1,2.4,4.7,3.53,14,6179582
1227,1,1538,94,1.0,1.0,4,0,0,1,2,1,3,2.7,3.7,3.0,3.07,37,10043913
1228,1,1853,142,2.0,1.0,5,3,0,0,1,2,5,3.5,3.4,2.5,3.075,36,21674579
1229,6,1536,37,2.0,1.0,4,2,1,0,1,1,3,3.2,3.7,5.0,3.97,29,13684693
1230,3,2241,10,4.0,2.0,6,2,1,1,0,2,5,4.2,2.7,4.5,3.87,25,13277294
1231,6,1709,153,2.0,1.0,4,4,1,1,2,2,1,4.1,4.0,4.1,4.06,36,8572993
1232,2,1282,137,2.0,1.0,4,4,0,0,2,0,5,2.1,4.4,4.9,3.86,8,15772617
1233,4,1319,55,1.0,1.0,3,3,0,1,2,1,1,4.7,5.0,3.7,4.39,40,5017051
1234,0,994,14,1.0,1.0,3,3,1,1,2,0,5,3.9,4.7,2.6,3.41,33,10817934
1235,2,782,192,1.0,1.0,2,4,0,2,0,2,4,3.2,4.2,3.8,3.78,32,7645458
1236,3,2235,21,4.0,2.0,6,1,0,0,2,2,5,3.8,3.6,4.2,3.9,17,19548240
1237,0,650,159,1.0,1.0,2,1,1,1,2,2,5,3.9,2.7,3.7,3.56,21,9470455
1238,1,1677,55,1.0,1.0,4,2,0,1,0,2,3,2.1,4.8,2.0,2.735,42,11116094
1239,0,684,82,1.0,1.0,2,2,0,2,2,2,0,4.1,3.6,2.4,3.15,35,4813873
